user_id,Total_time_secs
14hz41ywjj,3226334
14k5dx8wbm,6897531
14k66ejjc7,518297
14pbon6egx,88437
14q2txt6dq,36400
14qs74jhux,2281201
14xv3uh3k7,220649
14zggaolhw,2277478
153ji8yx1d,3576479
156ascgj2k,298979
15dtb6rdm2,594000
15fwlrcg17,51951
15m04cpj8s,393
15mae7hwaj,172505
15omv5qb12,246239
15rn675iq6,3167868
15xb2io6r5,1946973
1644rpxj8k,522486
16apy7aqm8,99474
16ifoa01e9,4117176
16ngjv0ydv,482078
16plxv4wdw,825089
16z7va0c1x,269537
171uztfjh4,1410753
1745ds267h,42132
175tkz7gh4,909672
1789zkafvw,519560
178karwicz,555915
17928h2om4,3170344
17d3afdjji,1394211
17eiv81xn9,1023704
17hgvytjyp,750395
17ia2x8xhu,4667915
17kaw2w1nj,908899
17nftvwvnl,163951
17ocuytr1k,300967
17ya5d1xfs,6995343
17zg94q7a9,3000
184sarx929,4102
187e5ba80m,3222755
1891pp7uwg,356350
18caw1xkx8,15928253
18g7gss5n9,172303
18h08guu7f,270726
18k4utefv3,383320
18md40mvy1,2204908
18p1cs8646,1877163
18tb2j290c,868207
18xh885252,521042
1953wa4igo,2540786
19b6slf54f,722221
19dnizhm2v,912410
19iftusfnd,9759502
19nngdz1zx,666
19owcjnqgp,1489030
19qvigwhko,411895
1a64tmwnqg,2662683
1a7we970de,366807
1ah78c9a8z,402332
1aibjthyy0,56242
1ait2nm8vb,1590300
1angkavpkd,84148
1anmbe27v1,1822823
1aobynd5fk,411032
1aungoqja1,6151
1b3ldnz7yh,253
1b4ncox9rz,4464201
1b9d03kigc,212565
1bam51k5oh,1759666
1bb6e4cd6m,698762
1biq6fihw8,1487506
1blvdkpmjx,217407
1bnbiy92l2,968
1brqmvy9d8,1733101
1bskyoj8ke,667
1bx7zycjcm,404851
1bzv5n0z91,161
1c08u5yele,2604070
1c3zo13k7g,805709
1c4757t4rg,840753
1c7cl9m1wk,562705
1c7gbqupyx,361168
1c84juoz9l,3251
1ckvscu02s,2794016
1cnx08wzl3,4396038
1cuhb2eccc,540553
1d70j6a7w9,956711
1dbcmbemf4,56691
1dbgvs4xby,2519943
1df0hkm2jb,593357
1dfioyxkyi,37420
1dgbmok5xx,540853
1di3n6ggrd,1441
1dm3a4etpo,14429
1dop7w7i6c,346063
1dr3jk6ki2,1193791
1dt496tzk4,88309
1dvgg5vpud,864357
1e2ytt6c1y,668385
1e3bt8pbbf,4148914
1eol4r4tjk,104125
1eutoqwgra,1862817
1ev0hyx42v,5894193
1evpp1qkj7,129653
1eyb97f51o,4246874
1ezi6pu97e,2973360
1f075jci6t,1522832
1f0shqa5wc,2547211
1f4q5e7zo1,88714
1f763m3c38,34651
1f7cyhs8yu,780810
1f8empz57p,1038987
1f9zhkq7kx,1786190
1facjpuxnv,17185913
1fdgjlpbte,2027621
1fh4x02vvq,2046661
1fnvx22rlh,2250088
1fqwsam1dw,2000199
1fsbmtah5m,1191795
1fuje7uscu,1070515
1fvclnpx14,2720
1fvjvdxhmz,268374
1fyzx4vvgy,245336
1g18fjgi2m,3179962
1g19lpvnq2,2138851
1g2plo3lmt,2280021
1g3m2pezt3,6029509
1g4buzwqi0,1349491
1gb6fdt33s,261
1gceyei6gi,3574169
1gdifrvik0,1962
1geftatkre,896018
1ghr4nn94s,1435060
1gi0k6hm5v,430746
1goh8vcolq,429091
1gtiedca6j,
1gu1xcw25h,1151012
1gudqyz5de,533
1gxr1s4k4p,85095
1h0ujceggs,168330
1h35q3mt4b,3073439
1h3ddo5imp,330903
1h4ughstd3,64710
1h8xl9b747,254513
1he7zdeuf4,1215056
1hern0b8mt,2240855
1hhbes2wul,1047625
1hpm50qpgb,624966
1hsyddwbbl,9946328
1htp5wueoy,30983
1hzan7lq99,701054
1hzjltmjs0,2048736
1i0d3uv95x,1062795
1i51vzagsz,1910875
1i7kwony6m,773991
1i8j4n89qc,3776043
1i8su99xl0,478198
1ih8ih7qbb,1020516
1ik8zr7bp6,1798419
1inzgozken,1831551
1ip7vj6xof,5522100
1isteen9mx,394
1ivuyfxrq1,4942468
1ixh82slq8,2560000
1j1cop683t,3291352
1j1sic9hx5,1284017
1j30hhce2f,106383
1j4oap3tcm,1035271
1jatwdukiw,1593562
1jex484edl,29731
1jfpit92r4,1276031
1jg2s2fefa,2257435
1jgb564rcu,205268
1jhzdm2iv6,281831
1jjpq9x5gf,841636
1jjyo51vo2,532838
1jlg96kzn8,219842
1jmpgngx8c,2330328
1jnvhl5zjg,1371392
1jr5ay1z4d,
1juggzbyny,1523360
1jz3r43q9d,293988
1k20xs2b8w,2889522
1k2qt9gc5p,371152
1k39z6wnsg,132
1kckjxnms7,406214
1kdkoofkkk,4636
1kesd6uhrb,527
1kex8j4y57,537593
1kfcy5ap89,1317
1kfj8x4hr1,3682
1kjwx9p1qn,163886
1kqut3hs59,1665428
1kt6kuic4t,1712612
1ktjt53oaz,832681
1kyemfvgxz,1070796
1l26l3sius,3901497
1l5jh050t3,388746
1l6qznqzl6,1766550
1lf98hxpnw,10452
1lfjcw4qw2,1326402
1lfxisgzq4,2729390
1ljtlsgyph,399896
1lox83p90z,898455
1lph6ijt39,3160409
1lq4rrn6uq,373580
1ltangt0hg,334093
1lztolb5yu,157669
1m2src85ka,2797679
1m659ua9ao,6625496
1m8gomjjhn,1298306
1mizkmpqrc,831343
1mk2zaacng,1529069
1mpmzgdj9l,1795630
1mq0vnd1i2,
1mr6xsoqyk,1115857
1muq1s8pa6,351182
1mxx3nmuse,168724
1mzsrdcihj,5271292
1n2429cp96,597
1n2ut42pbw,57397
1n4g6rkyaj,2249680
1n58sa9bkl,1059918
1nbim7mtsj,1713504
1neibetpmn,2436682
1nk1v7obrs,672859
1nopuh60hr,235915
1np1l7as0w,2327329
1npqbun3wl,62171
1nt31s4lqs,1438837
1o28180nvt,1693
1o4asyrwlr,3197638
1o4tekrgke,74068
1o5flpapks,1793756
1o6fpe02i5,1006864
1o7plyqhml,218978
1oadawszhj,745884
1oard4cipl,469691
1ob4v9g149,1202748
1oewfz6w23,1402446
1og07wo1bj,357539
1ogpe92psw,3485122
1ojasem0hx,2117677
1oru8d5vke,1896847
1os676o0a4,282
1ouw0bk3d6,69058
1oyeugbw9m,22408
1p1jw4odto,713633
1p8xnyxw0a,4145415
1pbbowxzig,516823
1pe4tnwsjx,1479377
1pihnfc4cz,240922
1pj2yjwcfn,621115
1psu7goxl2,2535857
1py58ov9ei,8332927
1pzby57pm6,10738461
1pzy6ih6r2,1713988
1q3k944xsl,503777
1q4r9fdkj2,650000
1q4vmamwd4,3891671
1q6azooghi,2662886
1qb0qs3bw9,3617
1qmcb42tc9,255345
1qrwqjshba,1432935
1qxoyvykf9,255
1r1tghmply,114390
1r3gh07ehg,1011644
1r5b3i585j,197772
1r68uf93y2,4087506
1r6n1jzyeq,1180507
1re9stifqb,2792430
1redl7lufu,766533
1rfb62d91f,1460946
1rff9t4jxx,2152940
1rfugfw2b6,3435125
1rh2jdeabh,3415507
1rjckn3n5e,908267
1rkze9u2tv,17120
1rmd06rpce,2418982
1rwrzjuihr,2362497
1s7i02pz7m,2564744
1s7xp29031,222295
1s8yccymex,180498
1sdava168k,
1sjzz15to4,3542680
1smd42515v,295247
1smfc6p7bn,183713
1supdr4je5,1197335
1t2g0wzi4e,957536
1t6q6j1oo9,68352
1t7bhg4uw4,6264130
1t7xibcrno,536
1t9j0ktpkh,1151134
1tfflurk3l,3849204
1tkb8vully,2779269
1tkjh3ev6y,1515
1tl1rjvoz7,1410317
1tm58gveqf,
1tqk3mqdiz,7467
1tscckd7p4,2745148
1u8gppdoos,1891902
1uaymyxqml,1334888
1ucj5ipnol,725977
1ui3tha6f7,255488
1ujo4yctwm,346272
1umijh4loy,1573807
1umynty31o,2843385
1urw2w7x3q,720466
1uzw58v534,690616
1v237q88i6,1176475
1v2h6oyyrm,618366
1v64mq294v,1779041
1v7wzx3j73,450903
1vcn6w35xt,5826083
1vernu1srt,278045
1vesrf5ux8,1467772
1vifzjb410,212162
1vob6t2uld,1098029
1vocbq8oo9,566
1vp7v5jrx3,420
1w4hlsh371,81085
1w5pcsewez,5317
1w7g1621ft,1623328
1w86nd74vq,110366
1wfx1tmg7a,819987
1wldaycsex,32682
1wu65mv28e,3626100
1wwkaixfz1,2189209
1wwusmnh83,2984388
1wwyrxo7wy,990701
1wz3ntyvyj,698760
1x21z8rc0r,4065802
1x6xbqetsa,4050
1x7dyx246f,986995
1xabmz5oqn,5858789
1xbyyox1qk,77710
1xedmzmv5e,868728
1xi4ob5muy,1081301
1xk9otuhyf,114012
1xqf5imyi0,564682
1xqgiuetyy,2383990
1xr63n1ffe,926124
1xu7pzfrl0,18207
1xwv5mf0dn,4081621
1y1qu4i7pd,13340
1y40ko0ctb,1729582
1y4xmissc1,675312
1y96dq32gi,1405692
1y9ji3q9bg,
1ye6n39w7l,70957
1ygmftwxse,1172063
1yiiza46vz,3062351
1yp10x4l8y,355621
1ypaa7nf37,2740759
1ypjf3lwcy,305842
1yqugaag7l,4201387
1yrvxntral,184
1ysiuuri4m,238431
1yy3n433ft,1332115
1yzecnib8c,6845509
1z398b9gxe,474
1z3csgj4d3,203357
1z79tfjr8h,291339
1z8arojok3,61136
1z9xnhiw44,4170726
1zblc28ilq,2096100
1zbp81udfr,4315574
1zgdp21ohh,90353
1zkbb7c3nc,9229
1zmlxwubry,1883185
1zpirp9ag3,347237
1zwofvmq3d,865166
1zzm8m2v1g,215
205glbttq4,1637530
206ntuc2nb,779722
20ff7om8js,388722
20l7cqlk3z,2302773
20nb8hywnu,20294
20o8qtq6g5,292540
20oic00bwq,2560359
20pp2d25yc,3875524
20sa49nt21,743743
20u2n2xxg2,1331351
20wbmns9y9,1893848
20x35bydv1,1986024
20xzekz0pb,96153
20ypzajadm,509039
211zdr6fdk,295825
219gj68neu,1119674
21cdyd2z56,294522
21e5il1lrq,928021
21eyo0jdi2,268903
21h30k1gl8,4142062
21hv5y4kj1,1766854
21igcxnkhi,2579215
21keo3cqk7,653
21pfv7asiw,9008097
21phacawy2,666513
21r10lg1wo,406088
21x56dh17v,190634
21xf7jtz5n,410207
21xg5htzm6,161843
21y7cb3yrt,181
220mma7198,477357
221whc4o83,56557
223zt9qn6e,131204
227pbntt8o,3677013
22825bmy6r,764
2290o1x32q,2266612
22br6zetvc,215
22c58tc142,2005787
22cz3jqhrz,
22fxg9hprp,2884907
22gmz8ir5u,1611816
22heada991,2058144
22n5c9hq97,4698507
22pptt6qq6,441902
22qaaanaqy,1657101
22uzsgzy06,5799051
22y9x3rndg,650625
22zkn4ni70,505684
23aw05fbqx,59459
23cj8pluic,1468786
23e3yxx53p,969865
23e7fwmtqg,541591
23jjelvxx6,126121
23k4zga6ns,10003
23v3xdjbxy,140595
23vgc3px3k,23804
23y0mie1uj,731876
240cfosch9,792811
240sdehg50,619627
241n97y01h,67615
245avedyay,710612
247etu5d1x,2179578
249a7y5068,3204413
24fvq31r5c,2352757
24rht7jjmy,227
24s3x63k5z,129604
252lan68sr,484795
252nstftln,1601468
2573z6257m,64235
258lsc7nbu,220699
258mc4j11s,
25a3zugrpe,221235
25dn8yu0fr,1169809
25pji5q4zh,3034614
25qi0q700e,
25wszpdqz0,446
25x85c0r1i,768242
262ia3xz1n,3507635
265pbcxrim,76745
2683sikpg8,2144227
268povay9j,778773
26dh3yfcqs,4781509
26e2fubiot,304117
26kn9gld5u,352877
26smaxc0bi,
26tz6720mr,421
26x11qrq2p,537034
26yv0787w7,2407869
26z0z70vcq,1231002
275qeyqalt,2056835
277pfhdsnh,822
27csdtqb1c,1298281
27g5f7wkyt,2070824
27nypccgay,948565
27rs9kx1xy,214502
27s64n195p,172338
27se8vq46e,494394
280kwtw8gb,870178
287mg88qmj,6195020
28962z9ydz,1628713
28d2jkrei4,22015
28dp282gsd,1930664
28ejgtcx92,240702
28fe5l5bax,1589829
28ld4fywsk,1308272
28s9oltje0,2603717
28xm151w83,308742
28ye69toy0,101059
28yljyrv34,244450
290fyaugeg,1682397
2999l7e9o0,622461
299zzay9z3,6633877
29idcjbhcl,205783
29l168kmic,3668734
29pp6eucog,244468
29rx0em4ei,95020
29tsz5d7l0,6475802
29xf8vmj0f,368660
29xrb5llnz,1347507
29xwscsurf,974
2a3buno51p,178114
2a6zytc6q1,330827
2aa9d8ua1v,2575382
2aab1kvhxe,530222
2aay4o4ebm,634
2abg9m3tyb,806027
2ad4wri0xe,301966
2ad7n6hb3f,623
2ah9kgzdnz,378189
2ajt2i0cwf,535835
2an245yrs1,4968465
2ap8hz6o9n,25996
2apfsa6pk5,2203953
2av5ijl9cr,630
2ayxc74bfq,11157
2b56aqtatj,3958360
2ba6l9kpdh,4771456
2bbk7u072n,5118
2bjjyc6o9v,
2blcdpj7rb,2984370
2bmrqc4xod,1814000
2brm4qfnoj,192813
2bvtziak2t,1142473
2bzoh7ejt9,2272327
2c0rzc5yab,27567
2c3hhca8n7,1319095
2c7rhhsym2,1165005
2cipadnapw,5251
2cm44cn11q,840063
2cu70cbcv1,157463
2cw9i9wgor,1938816
2cx3dyvaxa,395
2d4iaqx0w1,4456369
2dki9pbssk,880811
2dkpn2jmli,970021
2ds2fy5xa6,1234959
2dxzqv43fr,1704863
2e1bx2d7mr,501361
2e8te3wkcs,4618044
2eabbkrtsa,1049617
2eg2noviab,2463932
2eig1i4e86,306835
2ejpetva8u,1227163
2ejzs310sg,3283970
2ekx3gp8nc,388596
2enyii1t3w,2168539
2eqaajqu9p,447740
2eqvc6bjdw,2382111
2ersl9lfoz,7596397
2esnaz4q4q,1854761
2ew12pt7yf,709000
2exggp5ojx,29945
2ey3cbz72o,1013474
2f06e8nr3e,339586
2f6li7qomi,524
2f6ynwyywz,1138870
2f74bxq28o,402448
2f7lofyd2r,34022
2f8hejmd4q,5579424
2fchrlvwr2,331278
2fdliuyjtr,317994
2feubapwj2,4038103
2feyeb1fsk,1068447
2fi1asmuvg,2145128
2flba69wia,189169
2fqilaj9hg,3403705
2frfwrbr4m,906182
2fukltxwhw,1229483
2fx37e7sys,846495
2fza3q7jjs,603302
2gbfsyj9ly,2180029
2gcvgd34wj,358935
2gii9zzug8,1366445
2gsvc49aiu,300
2gtaeifcvr,3194398
2gtopjd4k1,633512
2gv2kfvseu,401193
2gv6gjzoac,2473044
2gvx6vvwkd,431536
2gzpgwz66r,258
2h10gx2f3x,1929959
2h1xw1jyit,1562347
2h88j4j6fj,541045
2hals9l8qp,654370
2hc16irhy2,1465529
2hh3dc7mfe,7944494
2hr0kw81kw,2585397
2hr31u5se0,442761
2huiqjtazy,1811748
2hvntsstcl,408
2hxg9av5tc,1212095
2i00asfpg2,1743325
2i68pvexsw,226224
2i8covh5pu,596135
2ifdhgyezj,2995707
2igrj4hz4x,
2il1e0j7fn,2686477
2izo0q64j7,299881
2j8tlm5ufh,731752
2j9xqbirg1,44895
2jialon0px,4333022
2jijwf2rm1,2713542
2jkns0lcln,630104
2jli3kctgc,2893944
2jm31ha0w4,49107
2jsejtsk6v,6016938
2jtvnx6t6b,683281
2k97btvrqs,2139144
2k9hcfqyow,1260493
2ke1x2pku8,1277914
2kef261pry,203067
2kfxpma3pc,88047
2klq1leufa,4932396
